filename,CU:,SR:,CS:,species
71001010,0  B24:59.904  4:47.367,80000,1.041,Spinner Dolphin
71001011,0  B24:59.904  4:50.132,80000,1.791,Spinner Dolphin
71001012,0  B24:59.904  4:51.964,80000,1.808,Spinner Dolphin
71001013,0  B24:59.904  4:55.032,80000,1.282,Spinner Dolphin
71001014,0  B24:59.904  4:57.586,80000,0.990,Spinner Dolphin
71001015,0  B24:59.904  4:59.950,80000,0.990,Spinner Dolphin
71001016,0  B24:59.904  5:03.156,80000,1.219,Spinner Dolphin
71001017,0  B24:59.904  5:05.309,80000,1.494,Spinner Dolphin
71001018,0  B24:59.904  5:07.856,80000,0.996,Spinner Dolphin
71001019,0  B24:59.904  5:11.383,80000,1.030,Spinner Dolphin
7100101A,0  B24:59.904  5:13.587,80000,1.030,Spinner Dolphin
7100101B,0  B24:59.904  5:15.539,80000,0.961,Spinner Dolphin
7100101C,0  B24:59.904  5:17.383,80000,1.694,Spinner Dolphin
7100101D,0  B24:59.904  5:19.352,80000,2.931,Spinner Dolphin
7100101E,0  B24:59.904  5:22.970,80000,2.977,Spinner Dolphin
7100101F,0  B24:59.904  5:26.588,80000,1.236,Spinner Dolphin
7100101H,0  B24:59.904  5:33.258,80000,1.431,Spinner Dolphin
7100101I,0  B24:59.904  5:35.588,80000,1.259,Spinner Dolphin
7100101J,0  B24:59.904  5:37.752,80000,1.019,Spinner Dolphin
7100101K,0  B24:59.904  5:39.710,80000,1.041,Spinner Dolphin
7100101L,0  B24:59.904  5:42.115,80000,1.099,Spinner Dolphin
7100101M,0  B24:59.904  5:43.351,80000,2.038,Spinner Dolphin
7100101N,0  B24:59.904  5:49.128,80000,1.190,Spinner Dolphin
7100101O,0  B24:59.904  5:56.393,80000,1.036,Spinner Dolphin
7100101P,0  B24:59.904  5:57.629,80000,2.125,Spinner Dolphin
7100101Q,0  B24:59.904  6:01.253,80000,2.295,Spinner Dolphin
7100101R,0  B24:59.904  6:03.640,80000,1.190,Spinner Dolphin
7100101T,0  B24:59.904  6:06.940,80000,2.158,Spinner Dolphin
7100101U,0  B24:59.904  6:09.320,80000,0.973,Spinner Dolphin
7100101V,0  B24:59.904  6:14.117,80000,0.824,Spinner Dolphin
7100101W,0  B24:59.904  6:15.503,80000,2.564,Spinner Dolphin
7100101X,0  B24:59.904  6:20.815,80000,0.978,Spinner Dolphin
7100101Y,0  B24:59.904  6:22.876,80000,1.900,Spinner Dolphin
7100101Z,0  B24:59.904  6:29.380,80000,1.608,Spinner Dolphin
71001021,0  B24:59.904  6:32.357,80000,1.477,Spinner Dolphin
71001022,0  B24:59.904  6:34.424,80000,0.898,Spinner Dolphin
71001023,0  B24:59.904  6:40.738,80000,1.019,Spinner Dolphin
71001024,0  B24:59.904  6:42.364,80000,1.087,Spinner Dolphin
71001025,0  B24:59.904  6:45.307,80000,0.927,Spinner Dolphin
71001026,0  B24:59.904  6:58.738,80000,2.244,Spinner Dolphin
71001027,0  B24:59.904  7:01.623,80000,1.723,Spinner Dolphin
71001028,0  B24:59.904  7:08.676,80000,2.284,Spinner Dolphin
71001029,0  B24:59.904  7:20.367,80000,3.143,Spinner Dolphin
7100102A,0  B24:59.904  7:26.950,80000,1.419,Spinner Dolphin
7100102B,0  B24:59.904  7:38.901,80000,1.409,Spinner Dolphin
7100102C,0  B24:59.904  7:43.805,80000,1.336,Spinner Dolphin
7100102D,0  B24:59.904  7:48.710,80000,1.379,Spinner Dolphin
7100102E,0  B24:59.904  7:58.735,80000,0.945,Spinner Dolphin
7100102F,0  B24:59.904  8:06.528,80000,2.253,Spinner Dolphin
7100102G,0  B24:59.904  8:09.045,80000,0.654,Spinner Dolphin
7100102H,0  B24:59.904  9:15.043,80000,2.250,Spinner Dolphin
7100102I,0  B24:59.904  9:25.065,80000,1.380,Spinner Dolphin
7100102J,0  B24:59.904  9:26.468,80000,1.142,Spinner Dolphin
7100102K,0  B24:59.904  10:27.568,80000,3.008,Spinner Dolphin
7100102L,0  B24:59.904  10:31.489,80000,3.016,Spinner Dolphin
7100102M,0  B24:59.904  10:35.032,80000,3.455,Spinner Dolphin
7100102N,0  B24:59.904  10:39.121,80000,3.698,Spinner Dolphin
7100102O,0  B24:59.904  12:54.629,80000,1.474,Spinner Dolphin
7100102P,0  B24:59.904  12:12.813,80000,2.723,Spinner Dolphin
7100102Q,0  B24:59.904  13:01.916,80000,2.945,Spinner Dolphin
7100102R,0  B24:59.904  13:28.400,80000,0.546,Spinner Dolphin
7100102S,0  B24:59.904  13:32.891,80000,1.766,Spinner Dolphin
7100102T,0  B24:59.904  13:48.306,80000,3.733,Spinner Dolphin
7100102U,0  B24:59.904  15:24.360,80000,5.319,Spinner Dolphin
7100102V,0  B24:59.904  16:20.605,80000,3.689,Spinner Dolphin
7100102W,0  B24:59.904  16:37.095,80000,1.480,Spinner Dolphin
7100102X,0  B24:59.904  21:31.027,80000,3.290,Spinner Dolphin
7100102Y,0  B24:59.904  21:34.323,80000,3.290,Spinner Dolphin
7100102Z,0  B24:59.904  3:49.819,80000,0.832,Spinner Dolphin
71001030,0  B24:59.904  4:04.320,80000,0.931,Spinner Dolphin
71001031,0  B24:59.904  10:35.032,80000,1.122,Spinner Dolphin
71001032,0  B24:59.904  10:35.032,80000,1.525,Spinner Dolphin
71001033,0  B24:59.904  10:39.121,80000,1.655,Spinner Dolphin
71001034,0  B24:59.904  10:39.121,80000,1.418,Spinner Dolphin
71001035,0  B24:59.904  5:57.629,80000,1.149,Spinner Dolphin
71001036,0  B24:59.904  6:15.503,80000,1.320,Spinner Dolphin
71001037,0  B24:59.904  6:22.876,80000,1.186,Spinner Dolphin
71001038,0  B24:59.904  6:58.738,80000,0.979,Spinner Dolphin
71001039,0  B24:59.904  10:27.568,80000,1.311,Spinner Dolphin
7100103A,0  B24:59.904  10:27.568,80000,1.462,Spinner Dolphin
7100103B,0  B24:59.904  10:31.489,80000,1.466,Spinner Dolphin
7100103C,0  B24:59.904  10:31.489,80000,1.466,Spinner Dolphin
7100103D,3:45.005-4:37.732,60600,52.726,Spinner Dolphin
7100103E,4:37.737-5:30.468,60600,52.731,Spinner Dolphin
7100103F,7:30.159-8:0.839,60600,40.680,Spinner Dolphin
7100103G,9:3.114-10:0.475,60600,57.361,Spinner Dolphin
71002001,2  B5:00.00  0:18.479,148100,0.163,Spinner Dolphin
71002002,2  B5:00.00  0:18.681,148100,0.223,Spinner Dolphin
71002003,2  B5:00.00  0:18.956,148100,0.240,Spinner Dolphin
71002004,2  B5:00.00  0:19.972,148100,0.161,Spinner Dolphin
71002005,2  B5:00.00  0:20.144,148100,0.508,Spinner Dolphin
71002006,2  B5:00.00  0:20.655,148100,0.381,Spinner Dolphin
71002007,2  B5:00.00  0:23.244,148100,0.373,Spinner Dolphin
71002008,2  B5:00.00  0:23.913,148100,0.211,Spinner Dolphin
71002009,2  B5:00.00  0:24.159,148100,0.214,Spinner Dolphin
7100200A,2  B5:00.00  0:24.573,148100,0.328,Spinner Dolphin
7100200B,2  B5:00.00  0:24.900,148100,0.389,Spinner Dolphin
7100200C,2  B5:00.00  0:25.448,148100,0.589,Spinner Dolphin
7100200D,2  B5:00.00  0:28.476,148100,0.338,Spinner Dolphin
7100200E,2  B5:00.00  0:28.827,148100,0.324,Spinner Dolphin
7100200F,2  B5:00.00  0:29.276,148100,0.194,Spinner Dolphin
7100200G,2  B5:00.00  0:30.325,148100,0.349,Spinner Dolphin
7100200H,2  B5:00.00  0:31.943,148100,0.308,Spinner Dolphin
7100200I,2  B5:00.00  0:32.249,148100,0.237,Spinner Dolphin
7100200J,2  B5:00.00  0:33.401,148100,0.185,Spinner Dolphin
7100200K,2  B5:00.00  0:40.671,148100,0.286,Spinner Dolphin
7100200L,2  B5:00.00  0:48.035,148100,0.177,Spinner Dolphin
7100200M,2  B5:00.00  0:48.830,148100,0.242,Spinner Dolphin
7100200N,2  B5:00.00  0:50.760,148100,0.208,Spinner Dolphin
7100200O,2  B5:00.00  0:51.755,148100,0.162,Spinner Dolphin
7100200P,2  B5:00.00  0:52.489,148100,0.144,Spinner Dolphin
7100200Q,2  B5:00.00  0:52.680,148100,0.401,Spinner Dolphin
7100200R,2  B5:00.00  0:53.269,148100,0.429,Spinner Dolphin
7100200S,2  B5:00.00  0:54.381,148100,0.386,Spinner Dolphin
7100200T,2  B5:00.00  0:54.822,148100,0.304,Spinner Dolphin
7100200U,2  B5:00.00  0:56.092,148100,0.314,Spinner Dolphin
7100200V,2  B5:00.00  0:57.969,148100,0.290,Spinner Dolphin
7100200W,2  B5:00.00  0:58.445,148100,0.320,Spinner Dolphin
7100200X,2  B5:00.00  1:54.427,148100,0.643,Spinner Dolphin
7100200Y,2  B5:00.00  1:55.406,148100,0.152,Spinner Dolphin
7100200Z,2  B5:00.00  1:55.561,148100,0.100,Spinner Dolphin
71002010,2  B5:00.00  1:55.663,148100,0.333,Spinner Dolphin
71002011,2  B5:00.00  1:56.456,148100,0.311,Spinner Dolphin
71002012,2  B5:00.00  1:56.780,148100,0.738,Spinner Dolphin
71002013,2  B5:00.00  1:57.545,148100,0.414,Spinner Dolphin
71002014,2  B5:00.00  1:58.271,148100,0.500,Spinner Dolphin
71002015,2  B5:00.00  1:59.193,148100,0.369,Spinner Dolphin
71002016,2  B5:00.00  2:00.163,148100,0.367,Spinner Dolphin
71002017,2  B5:00.00  2:01.805,148100,0.292,Spinner Dolphin
71002018,2  B5:00.00  2:02.609,148100,0.349,Spinner Dolphin
71002019,2  B5:00.00  2:51.342,148100,0.333,Spinner Dolphin
7100201A,2  B5:00.00  4:56.501,148100,0.654,Spinner Dolphin
7100201B,2  B5:00.00  0:07.484,148100,0.700,Spinner Dolphin
7100201C,2  B5:00.00  0:08.883,148100,0.333,Spinner Dolphin
7100201D,2  B5:00.00  0:19.492,148100,0.192,Spinner Dolphin
7100201E,2  B5:00.00  0:19.690,148100,0.430,Spinner Dolphin
7100201F,2  B5:00.00  0:20.803,148100,0.210,Spinner Dolphin
7100201G,2  B5:00.00  0:22.764,148100,0.340,Spinner Dolphin
7100201H,2  B5:00.00  0:23.668,148100,0.271,Spinner Dolphin
7100201I,2  B5:00.00  0:24.117,148100,0.738,Spinner Dolphin
7100201J,2  B5:00.00  0:25.013,148100,0.517,Spinner Dolphin
7100201K,2  B5:00.00  0:28.442,148100,0.264,Spinner Dolphin
7100201L,2  B5:00.00  0:29.859,148100,0.370,Spinner Dolphin
7100201M,2  B5:00.00  0:32.404,148100,0.370,Spinner Dolphin
7100201N,2  B5:00.00  0:47.591,148100,0.456,Spinner Dolphin
7100201O,2  B5:00.00  0:49.564,148100,0.413,Spinner Dolphin
7100201P,2  B5:00.00  0:52.838,148100,0.407,Spinner Dolphin
7100201Q,2  B5:00.00  0:53.969,148100,0.202,Spinner Dolphin
7100201R,2  B5:00.00  0:54.358,148100,0.333,Spinner Dolphin
7100201S,2  B5:00.00  0:55.671,148100,0.198,Spinner Dolphin
7100201T,2  B5:00.00  0:57.509,148100,0.387,Spinner Dolphin
7100201U,2  B5:00.00  1:56.780,148100,0.274,Spinner Dolphin
7100201V,2  B5:00.00  1:57.104,148100,0.326,Spinner Dolphin
7100201W,2  B5:00.00  1:57.909,148100,0.390,Spinner Dolphin
7100201X,2  B5:00.00  1:58.750,148100,0.333,Spinner Dolphin
7100201Y,2  B5:00.00  1:59.705,148100,0.385,Spinner Dolphin
71002020,2  B5:00.00  2:01.293,148100,0.333,Spinner Dolphin
71002021,2  B5:00.00  2:02.143,148100,0.369,Spinner Dolphin
71002022,2  B5:00.00  2:04.030,148100,0.303,Spinner Dolphin
71002023,2  B5:00.00  4:36.810,148100,0.170,Spinner Dolphin
71002024,2  B5:00.00  4:56.596,148100,1.348,Spinner Dolphin
71002025,2  B5:00.00  4:58.033,148100,2.044,Spinner Dolphin
71002026,333  B5:00.00  0:10.431,148100,0.834,Spinner Dolphin
71002027,333  B5:00.00  0:15.341,148100,3.504,Spinner Dolphin
71002028,333  B5:00.00  0:32.157,148100,2.569,Spinner Dolphin
71002029,333  B5:00.00  4:45.897,148100,3.340,Spinner Dolphin
7100202A,333  B5:00.00  4:56.085,148100,1.080,Spinner Dolphin
7100202B,5:39.440-5:40.540,60600,1.100,Spinner Dolphin
7100202C,5:31.234-5:32.069,60600,.834,Spinner Dolphin
7100202D,3:58.361-3:58.723,60600,.362,Spinner Dolphin
7100202E,3:57.472-3:58.123,60600,.650,Spinner Dolphin
7100202F,3:57.472-3:58.074,60600,.601,Spinner Dolphin
7100202G,3:554.970-3:55.209,60600,.239,Spinner Dolphin
71003001,80 B23.7  9.259,81920,1.891,Spinner Dolphin
71003002,80 B23.7  14.86,81920,1.891,Spinner Dolphin
71003003,80 B23.7  18.36,81920,0.9453,Spinner Dolphin
71003004,93 B23.7  1.630,81920,0.9453,Spinner Dolphin
71003005,93 B23.7  5.889,81920,0.9453,Spinner Dolphin
71003006,93 B23.7  9.164,81920,0.9453,Spinner Dolphin
71003007,93 B23.7  17.08,81920,0.9453,Spinner Dolphin
71003008,93 B23.7  18.26,81920,0.9453,Spinner Dolphin
71003009,93 B23.7  20.24,81920,0.9453,Spinner Dolphin
7100300A,93 B23.7  22.25,81920,0.9453,Spinner Dolphin
7100300B,156 B23.7  13.07,81920,1.891,Spinner Dolphin
7100300C,177 B23.7  20.66,81920,1.891,Spinner Dolphin
7100300D,198 B23.7  13.91,81920,1.891,Spinner Dolphin
7100300E,212  B23.7  11.33,81920,1.891,Spinner Dolphin
7100300G,229 B23.7  14.20,81920,1.891,Spinner Dolphin
7100300H,229 B23.7  10.98,81920,1.891,Spinner Dolphin
7100300I,280 B23.7  20.08,81920,1.891,Spinner Dolphin
7100300J,295 B23.7  14.30,81920,1.891,Spinner Dolphin
7100300K,295  B23.7  16.38,81920,1.891,Spinner Dolphin
7100300L,295 B23.7  18.60,81920,1.891,Spinner Dolphin
7100300M,326 B23.7  19.65,81920,1.891,Spinner Dolphin
7100300N,888 B23.7  4.222,81920,1.891,Spinner Dolphin
7100300O,888 B23.7  6.078,81920,1.891,Spinner Dolphin
7100300P,888  B23.7 10.74,81920,0.9453,Spinner Dolphin
7100300Q,888 B23.7  12.01,81920,0.9453,Spinner Dolphin
7100300S,888 B23.7  17.49,81920,1.891,Spinner Dolphin
7100300T,888 B23.7  21.48,81920,1.891,Spinner Dolphin
7100300U,915 B23.7  0.009,81920,1.891,Spinner Dolphin
7100300V,915 B23.7  15.28,81920,1.891,Spinner Dolphin
7100300W,915 B23.7  17.14,81920,1.891,Spinner Dolphin
71004001,0  B24:59.904  0:58.575,80000,4.037,Spinner Dolphin
71004002,0  B24:59.904  1:08.628,80000,4.142,Spinner Dolphin
71004003,0  B24:59.904  1:41.812,80000,1.921,Spinner Dolphin
71004004,0  B24:59.904  3:19.506,80000,1.632,Spinner Dolphin
71004005,0  B24:59.904  5:49.153,80000,3.237,Spinner Dolphin
71004006,0  B24:59.904  5:52.393,80000,3.240,Spinner Dolphin
71004007,0  B24:59.904  5:56.605,80000,3.240,Spinner Dolphin
71004008,0  B24:59.904  6:00.358,80000,3.340,Spinner Dolphin
71004009,0  B24:59.904  6:04.661,80000,1.462,Spinner Dolphin
7100400A,0  B24:59.904  7:21.092,80000,9.522,Spinner Dolphin
7100400B,0  B24:59.904  8:07.779,80000,2.977,Spinner Dolphin
7100400C,0  B24:59.904  9:01.136,80000,4.213,Spinner Dolphin
7100400D,0  B24:59.904  9:09.467,80000,2.589,Spinner Dolphin
7100400E,0  B24:59.904  9:32.285,80000,1.928,Spinner Dolphin
7100400F,0  B24:59.904  9:34.243,80000,1.920,Spinner Dolphin
7100400G,0  B24:59.904  10:47.984,80000,2.472,Spinner Dolphin
7100400H,0  B24:59.904  11:04.167,80000,2.024,Spinner Dolphin
7100400I,0  B24:59.904  11:11.849,80000,2.962,Spinner Dolphin
7100400J,0  B24:59.904  11:15.313,80000,2.239,Spinner Dolphin
7100400L,0  B24:59.904  11:32.248,80000,2.508,Spinner Dolphin
7100400M,0  B24:59.904  11:44.080,80000,1.950,Spinner Dolphin
7100400N,0  B24:59.904  12:03.032,80000,1.146,Spinner Dolphin
7100400Q,0  B24:59.904  13:45.844,80000,2.136,Spinner Dolphin
7100400R,0  B24:59.904  13:52.882,80000,1.559,Spinner Dolphin
7100400S,0  B24:59.904  13:55.105,80000,3.301,Spinner Dolphin
7100400T,0  B24:59.904  14:08.401,80000,2.308,Spinner Dolphin
7100400U,0  B24:59.904  14:28.902,80000,2.541,Spinner Dolphin
7100400V,0  B24:59.904  14:42.069,80000,1.311,Spinner Dolphin
7100400W,0  B24:59.904  14:44.912,80000,3.366,Spinner Dolphin
7100400X,0  B24:59.904  14:48.768,80000,3.312,Spinner Dolphin
7100400Y,0  B24:59.904  15:04.241,80000,4.005,Spinner Dolphin
7100400Z,0  B24:59.904  15:09.948,80000,3.992,Spinner Dolphin
71004011,0  B24:59.904  15:14.239,80000,3.522,Spinner Dolphin
71004012,0  B24:59.904  16:29.717,80000,3.055,Spinner Dolphin
71004013,0  B24:59.904  16:53.349,80000,3.263,Spinner Dolphin
71004014,0  B24:59.904  19:52.935,80000,1.835,Spinner Dolphin
71004015,0  B24:59.904  20:52.536,80000,1.084,Spinner Dolphin
71004016,0  B24:59.904  22:33.585,80000,1.570,Spinner Dolphin
71004017,0  B24:59.904  5:49.153,80000,1.455,Spinner Dolphin
71004018,0  B24:59.904  5:49.153,80000,1.698,Spinner Dolphin
71004019,0  B24:59.904  5:52.393,80000,1.616,Spinner Dolphin
7100401A,0  B24:59.904  5:52.393,80000,1.344,Spinner Dolphin
7100401B,0  B24:59.904  5:56.605,80000,1.413,Spinner Dolphin
7100401C,0  B24:59.904  5:56.605,80000,1.544,Spinner Dolphin
7100401D,0  B24:59.904  6:00.358,80000,1.647,Spinner Dolphin
7100401E,0  B24:59.904  11:11.849,80000,1.070,Spinner Dolphin
7100401F,0  B24:59.904  11:15.313,80000,1.032,Spinner Dolphin
7100401G,0  B24:59.904  11:32.248,80000,1.044,Spinner Dolphin
7100401H,0  B24:59.904  15:04.241,80000,1.347,Spinner Dolphin
7100401I,0  B24:59.904  15:04.241,80000,1.560,Spinner Dolphin
7100401J,2.683-13.416,192000,10.733,Spinner Dolphin
7100401K,3.868-4.795,192000,0.926,Spinner Dolphin
7100401L,9.211-9.917,192000,0.706,Spinner Dolphin
7100401M,12.108-14.685,192000,2.576,Spinner Dolphin
7100401N,14.564-15.477,192000,0.912,Spinner Dolphin
7100401O,18.188-18.912,192000,0.723,Spinner Dolphin
7100401P,21.592-22.212,192000,0.620,Spinner Dolphin
7100401Q,37.007-37.355,192000,0.347,Spinner Dolphin
7100401R,36.487-6:24.061,192000,5:47.574,Spinner Dolphin
7100401S,6:37.135-14:29.578,192000,7:52.442,Spinner Dolphin
7100401T,16:37.384-22:30.834,192000,5:53.450,Spinner Dolphin
7100401U,7:00.444-7:07.006,192000,6.561,Spinner Dolphin
7100401V,8:13.700-8:22.025,192000,8.324,Spinner Dolphin
7100401W,9:01.003-9:11.776,192000,10.772,Spinner Dolphin
7100401X,19:38.317-9:53.888,192000,15.571,Spinner Dolphin
7100401Y,10:19.939-10:47.361,192000,27.422,Spinner Dolphin
7100401Z,12:11.488-12:21.086,192000,9.597,Spinner Dolphin
71004020,14:16.944-14:24.877,192000,7.932,Spinner Dolphin
71004021,19:57.271-20:13.234,192000,15.963,Spinner Dolphin
71006001,0  B  0:25.795,80000,1.384,Spinner Dolphin
71006002,0  B  0:27.280,80000,0.705,Spinner Dolphin
71006003,0  B  0:28.313,80000,0.884,Spinner Dolphin
71006004,0  B  0:55.110,80000,2.607,Spinner Dolphin
71006005,0  B  1:41.625,80000,1.516,Spinner Dolphin
71006006,0  B  1:43.047,80000,1.058,Spinner Dolphin
71006007,0  B  2:41.918,80000,1.295,Spinner Dolphin
71006008,0  B  2:55.190,80000,2.528,Spinner Dolphin
71007001,0  B  2:30.537,80000,1.565,Spinner Dolphin
71007002,0  B  2:32.180,80000,2.394,Spinner Dolphin
71007003,0  B  3:08.923,80000,0.552,Spinner Dolphin
71007004,0  B  3:09.450,80000,0.490,Spinner Dolphin
71007005,0  B  3:15.656,80000,1.455,Spinner Dolphin
71007006,0  B  3:20.366,80000,1.064,Spinner Dolphin
71007007,0  B  4:14.810,80000,0.214,Spinner Dolphin
71007008,0  B  4:15.039,80000,0.214,Spinner Dolphin
71007009,0  B  4:15.516,80000,0.265,Spinner Dolphin
7100700A,0  B  4:15.965,80000,0.205,Spinner Dolphin
7100700B,0  B  4:16.188,80000,0.170,Spinner Dolphin
7100700C,0  B  4:50.463,80000,0.743,Spinner Dolphin
7100700D,0  B  4:51.160,80000,1.048,Spinner Dolphin
7100700E,0  B  4:52.232,80000,0.712,Spinner Dolphin
7100700F,0  B  6:42.643,80000,0.438,Spinner Dolphin
7100700G,0  B  13:15.341,80000,0.938,Spinner Dolphin
7100700H,0  B  13:16.796,80000,1.407,Spinner Dolphin
7100700I,0  B  13:26.932,80000,1.220,Spinner Dolphin
7100700J,0  B  14:55.291,80000,1.079,Spinner Dolphin
7100700K,0  B  14:56.418,80000,1.032,Spinner Dolphin
7100700L,0  B  14:57.544,80000,1.032,Spinner Dolphin
7100700M,0  B  14:58.529,80000,0.985,Spinner Dolphin
7100700N,0  B  14:59.655,80000,0.891,Spinner Dolphin
7100700O,0  B  17:24.816,80000,1.111,Spinner Dolphin
7100700P,0  B  17:26.039,80000,0.696,Spinner Dolphin
7100700Q,0  B  17:29.163,80000,0.428,Spinner Dolphin
7100700R,0  B  17:30.300,80000,0.746,Spinner Dolphin
7100700S,0  B  17:50.498,80000,0.347,Spinner Dolphin
7100700T,0  B  17:51.742,80000,0.534,Spinner Dolphin
7100700U,0  B  18:30.227,80000,0.362,Spinner Dolphin
7100700V,0  B  18:32.598,80000,0.303,Spinner Dolphin
7100700W,0  B  18:33.882,80000,0.235,Spinner Dolphin
7100700X,0  B  20:42.757,80000,0.733,Spinner Dolphin
7100700Y,0  B  21:10.551,80000,0.726,Spinner Dolphin
7100700Z,0  B  22:51.606,80000,1.320,Spinner Dolphin
71007010,26:34.928-26:36.369,60600,1.441,Spinner Dolphin
71008001,0  B24:59.904  6:23.626,80000,1.376,Spinner Dolphin
71008002,0  B24:59.904  6:48.497,80000,1.413,Spinner Dolphin
71008003,0  B24:59.904  8:36.645,80000,1.448,Spinner Dolphin
71008004,0  B24:59.904  8:54.596,80000,3.284,Spinner Dolphin
71008006,0  B24:59.904  9:11.922,80000,2.142,Spinner Dolphin
71008007,0  B24:59.904  9:18.015,80000,2.332,Spinner Dolphin
71008008,0  B24:59.904  9:25.070,80000,1.560,Spinner Dolphin
71008009,0  B24:59.904  9:29.722,80000,1.921,Spinner Dolphin
7100800A,0  B24:59.904  9:36.484,80000,3.379,Spinner Dolphin
7100800B,0  B24:59.904  9:39.868,80000,2.252,Spinner Dolphin
7100800C,0  B24:59.904  9:44.267,80000,3.384,Spinner Dolphin
7100800D,0  B24:59.904  9:49.217,80000,2.098,Spinner Dolphin
7100800E,0  B24:59.904  9:51.788,80000,3.003,Spinner Dolphin
7100800F,0  B24:59.904  9:54.691,80000,2.111,Spinner Dolphin
7100800G,0  B24:59.904  9:57.603,80000,1.965,Spinner Dolphin
7100800H,0  B24:59.904  10:02.072,80000,3.673,Spinner Dolphin
7100800I,0  B24:59.904  10:08.709,80000,3.332,Spinner Dolphin
7100800J,0  B24:59.904  10:12.796,80000,2.043,Spinner Dolphin
7100800K,0  B24:59.904  10:16.382,80000,3.336,Spinner Dolphin
7100800L,0  B24:59.904  10:21.036,80000,1.099,Spinner Dolphin
7100800M,0  B24:59.904  10:22.798,80000,3.955,Spinner Dolphin
7100800N,0  B24:59.904  10:26.764,80000,1.423,Spinner Dolphin
7100800O,0  B24:59.904  10:30.520,80000,2.574,Spinner Dolphin
7100800P,0  B24:59.904  10:34.628,80000,1.039,Spinner Dolphin
7100800Q,0  B24:59.904  10:39.173,80000,3.189,Spinner Dolphin
7100800R,0  B24:59.904  10:43.552,80000,3.046,Spinner Dolphin
7100800S,0  B24:59.904  10:47.931,80000,1.808,Spinner Dolphin
7100800T,0  B24:59.904  10:50.121,80000,3.665,Spinner Dolphin
7100800U,0  B24:59.904  10:58.213,80000,2.808,Spinner Dolphin
7100800V,0  B24:59.904  11:01.402,80000,3.046,Spinner Dolphin
7100800X,0  B24:59.904  11:15.444,80000,3.046,Spinner Dolphin
7100800Y,0  B24:59.904  11:21.823,80000,3.808,Spinner Dolphin
7100800Z,0  B24:59.904  11:26.781,80000,1.705,Spinner Dolphin
71008010,0  B24:59.904  11:27.976,80000,2.814,Spinner Dolphin
71008011,0  B24:59.904  11:31.187,80000,1.505,Spinner Dolphin
71008012,0  B24:59.904  11:35.677,80000,2.833,Spinner Dolphin
71008013,0  B24:59.904  11:41.938,80000,3.048,Spinner Dolphin
71008014,0  B24:59.904  11:49.354,80000,1.725,Spinner Dolphin
71008015,0  B24:59.904  11:54.651,80000,2.685,Spinner Dolphin
71008016,0  B24:59.904  11:57.225,80000,2.425,Spinner Dolphin
71008017,0  B24:59.904  12:01.918,80000,1.935,Spinner Dolphin
71008018,0  B24:59.904  12:11.517,80000,1.951,Spinner Dolphin
71008019,0  B24:59.904  12:15.421,80000,1.488,Spinner Dolphin
7100801A,0  B24:59.904  12:26.611,80000,2.144,Spinner Dolphin
7100801B,0  B24:59.904  12:30.176,80000,2.249,Spinner Dolphin
7100801C,0  B24:59.904  12:35.330,80000,2.271,Spinner Dolphin
7100801D,0  B24:59.904  12:37.873,80000,2.448,Spinner Dolphin
7100801E,0  B24:59.904  9:36.484,80000,1.317,Spinner Dolphin
7100801F,0  B24:59.904  10:02.072,80000,2.247,Spinner Dolphin
7100801G,0  B24:59.904  10:02.072,80000,1.310,Spinner Dolphin
7100801H,0  B24:59.904  10:16.382,80000,0.988,Spinner Dolphin
7100801I,0  B24:59.904  10:16.382,80000,0.988,Spinner Dolphin
7100801J,0  B24:59.904  10:22.798,80000,1.103,Spinner Dolphin
7100801K,0  B24:59.904  10:50.121,80000,1.685,Spinner Dolphin
7100801L,0  B24:59.904  10:50.121,80000,1.731,Spinner Dolphin
7100801M,0  B24:59.904  11:35.677,80000,1.299,Spinner Dolphin
